txn_id,property_id,date,account_code,account_name,category,amount,description
T-50293,P003,2025-06-22,6700,Security Expense,OpEx,-8504,Security — 2025-06
T-50294,P003,2025-06-18,6400,Property Tax Expense,OpEx,-5672,Property Taxes — 2025-06
T-50295,P003,2025-06-17,6200,Utilities Expense,OpEx,-3275,Utilities — 2025-06
T-50296,P003,2025-06-13,6800,Admin Expense,OpEx,-8285,Administrative — 2025-06
T-50297,P003,2025-06-12,6700,Security Expense,OpEx,-10231,Security — 2025-06
T-50298,P003,2025-06-15,6300,Insurance Expense,OpEx,-4209,Insurance — 2025-06
T-50299,P003,2025-06-09,6500,Management Fee Expense,OpEx,-4117,Management Fees — 2025-06
T-50300,P003,2025-07-04,4100,Base Rent Income,Revenue,567878,Base Rent Income — 2025-07
T-50301,P003,2025-07-06,4200,CAM Recovery Income,Revenue,82618,CAM Recovery Income — 2025-07
T-50302,P003,2025-07-02,4300,Other Income,Revenue,2075,Other Income — 2025-07
T-50303,P003,2025-07-21,6200,Utilities Expense,OpEx,-10992,Utilities — 2025-07
T-50304,P003,2025-07-12,6800,Admin Expense,OpEx,-3319,Administrative — 2025-07
T-50305,P003,2025-07-23,6100,Repairs & Maintenance Expense,OpEx,-7750,Repairs & Maintenance — 2025-07
T-50306,P003,2025-07-09,6100,Repairs & Maintenance Expense,OpEx,-1941,Repairs & Maintenance — 2025-07
T-50307,P003,2025-07-14,6600,Landscaping Expense,OpEx,-9720,Landscaping — 2025-07
T-50308,P003,2025-07-05,6600,Landscaping Expense,OpEx,-3856,Landscaping — 2025-07
T-50309,P003,2025-07-26,6400,Property Tax Expense,OpEx,-802,Property Taxes — 2025-07
T-50310,P003,2025-07-06,6700,Security Expense,OpEx,-5277,Security — 2025-07
T-50311,P003,2025-07-19,6700,Security Expense,OpEx,-7617,Security — 2025-07
T-50312,P003,2025-07-22,6800,Admin Expense,OpEx,-1228,Administrative — 2025-07
T-50313,P003,2025-07-11,6500,Management Fee Expense,OpEx,-8804,Management Fees — 2025-07
T-50314,P003,2025-08-18,4100,Base Rent Income,Revenue,532800,Base Rent Income — 2025-08
T-50315,P003,2025-08-23,4200,CAM Recovery Income,Revenue,81955,CAM Recovery Income — 2025-08
T-50316,P003,2025-08-26,4300,Other Income,Revenue,673,Other Income — 2025-08
T-50317,P003,2025-08-09,6400,Property Tax Expense,OpEx,-3961,Property Taxes — 2025-08
T-50318,P003,2025-08-14,6700,Security Expense,OpEx,-2729,Security — 2025-08
T-50319,P003,2025-08-05,6500,Management Fee Expense,OpEx,-2266,Management Fees — 2025-08
T-50320,P003,2025-08-03,6100,Repairs & Maintenance Expense,OpEx,-1448,Repairs & Maintenance — 2025-08
T-50321,P003,2025-08-12,6600,Landscaping Expense,OpEx,-8446,Landscaping — 2025-08
T-50322,P003,2025-08-16,6700,Security Expense,OpEx,-6875,Security — 2025-08
T-50323,P003,2025-08-18,6300,Insurance Expense,OpEx,-1559,Insurance — 2025-08
T-50324,P003,2025-09-20,4100,Base Rent Income,Revenue,530158,Base Rent Income — 2025-09
T-50325,P003,2025-09-17,4200,CAM Recovery Income,Revenue,78815,CAM Recovery Income — 2025-09
T-50326,P003,2025-09-02,4300,Other Income,Revenue,2362,Other Income — 2025-09
T-50327,P003,2025-09-13,6700,Security Expense,OpEx,-2912,Security — 2025-09
T-50328,P003,2025-09-12,6100,Repairs & Maintenance Expense,OpEx,-8206,Repairs & Maintenance — 2025-09
T-50329,P003,2025-09-15,6600,Landscaping Expense,OpEx,-7684,Landscaping — 2025-09
T-50330,P003,2025-09-18,6700,Security Expense,OpEx,-2872,Security — 2025-09
T-50331,P003,2025-09-18,6700,Security Expense,OpEx,-6008,Security — 2025-09
T-50332,P003,2025-09-13,6500,Management Fee Expense,OpEx,-3415,Management Fees — 2025-09
T-50333,P003,2025-09-02,6800,Admin Expense,OpEx,-5301,Administrative — 2025-09
T-50334,P003,2025-09-21,6600,Landscaping Expense,OpEx,-3247,Landscaping — 2025-09
T-50335,P003,2025-09-21,6700,Security Expense,OpEx,-2097,Security — 2025-09
T-50336,P003,2025-09-27,6100,Repairs & Maintenance Expense,OpEx,-1317,Repairs & Maintenance — 2025-09
T-50337,P003,2025-09-02,6400,Property Tax Expense,OpEx,-8577,Property Taxes — 2025-09
T-50338,P003,2025-10-05,4100,Base Rent Income,Revenue,502728,Base Rent Income — 2025-10
T-50339,P003,2025-10-16,4200,CAM Recovery Income,Revenue,84130,CAM Recovery Income — 2025-10
T-50340,P003,2025-10-20,4300,Other Income,Revenue,7028,Other Income — 2025-10
T-50341,P003,2025-10-01,6100,Repairs & Maintenance Expense,OpEx,-9309,Repairs & Maintenance — 2025-10
T-50342,P003,2025-10-20,6800,Admin Expense,OpEx,-2798,Administrative — 2025-10
T-50343,P003,2025-10-24,6700,Security Expense,OpEx,-7071,Security — 2025-10
T-50344,P003,2025-10-01,6600,Landscaping Expense,OpEx,-6277,Landscaping — 2025-10
T-50345,P003,2025-10-03,6700,Security Expense,OpEx,-4810,Security — 2025-10
T-50346,P003,2025-10-17,6500,Management Fee Expense,OpEx,-2635,Management Fees — 2025-10
T-50347,P003,2025-10-11,6200,Utilities Expense,OpEx,-6051,Utilities — 2025-10
T-50348,P003,2025-11-28,4100,Base Rent Income,Revenue,498089,Base Rent Income — 2025-11
T-50349,P003,2025-11-21,4200,CAM Recovery Income,Revenue,90115,CAM Recovery Income — 2025-11
T-50350,P003,2025-11-12,4300,Other Income,Revenue,5482,Other Income — 2025-11
T-50351,P003,2025-11-03,6500,Management Fee Expense,OpEx,-7839,Management Fees — 2025-11
T-50352,P003,2025-11-24,6400,Property Tax Expense,OpEx,-8672,Property Taxes — 2025-11
T-50353,P003,2025-11-03,6600,Landscaping Expense,OpEx,-9902,Landscaping — 2025-11
T-50354,P003,2025-11-28,6400,Property Tax Expense,OpEx,-4079,Property Taxes — 2025-11
T-50355,P003,2025-11-10,6200,Utilities Expense,OpEx,-5974,Utilities — 2025-11
T-50356,P003,2025-12-19,4100,Base Rent Income,Revenue,546969,Base Rent Income — 2025-12
T-50357,P003,2025-12-03,4200,CAM Recovery Income,Revenue,89205,CAM Recovery Income — 2025-12
T-50358,P003,2025-12-28,4300,Other Income,Revenue,2773,Other Income — 2025-12
T-50359,P003,2025-12-03,6100,Repairs & Maintenance Expense,OpEx,-4843,Repairs & Maintenance — 2025-12
T-50360,P003,2025-12-19,6700,Security Expense,OpEx,-5730,Security — 2025-12
T-50361,P003,2025-12-05,6300,Insurance Expense,OpEx,-4281,Insurance — 2025-12
T-50362,P003,2025-12-10,6600,Landscaping Expense,OpEx,-5144,Landscaping — 2025-12
T-50363,P003,2025-12-16,6300,Insurance Expense,OpEx,-1740,Insurance — 2025-12
T-50364,P003,2025-12-05,6500,Management Fee Expense,OpEx,-5689,Management Fees — 2025-12
T-50365,P003,2025-12-10,6800,Admin Expense,OpEx,-2039,Administrative — 2025-12
T-50366,P003,2025-12-14,6800,Admin Expense,OpEx,-9738,Administrative — 2025-12
T-50367,P003,2026-01-18,4100,Base Rent Income,Revenue,513938,Base Rent Income — 2026-01
T-50368,P003,2026-01-14,4200,CAM Recovery Income,Revenue,84251,CAM Recovery Income — 2026-01
T-50369,P003,2026-01-10,4300,Other Income,Revenue,6487,Other Income — 2026-01
T-50370,P003,2026-01-13,6200,Utilities Expense,OpEx,-6594,Utilities — 2026-01
T-50371,P003,2026-01-01,6500,Management Fee Expense,OpEx,-4202,Management Fees — 2026-01
T-50372,P003,2026-01-09,6500,Management Fee Expense,OpEx,-5216,Management Fees — 2026-01
T-50373,P003,2026-01-14,6300,Insurance Expense,OpEx,-3981,Insurance — 2026-01
T-50374,P003,2026-01-03,6600,Landscaping Expense,OpEx,-5579,Landscaping — 2026-01
T-50375,P003,2026-01-14,6300,Insurance Expense,OpEx,-755,Insurance — 2026-01
T-50376,P003,2026-02-27,4100,Base Rent Income,Revenue,585592,Base Rent Income — 2026-02
T-50377,P003,2026-02-22,4200,CAM Recovery Income,Revenue,83930,CAM Recovery Income — 2026-02
T-50378,P003,2026-02-18,4300,Other Income,Revenue,7138,Other Income — 2026-02
T-50379,P003,2026-02-22,6800,Admin Expense,OpEx,-5654,Administrative — 2026-02
T-50380,P003,2026-02-10,6400,Property Tax Expense,OpEx,-6342,Property Taxes — 2026-02
T-50381,P003,2026-02-08,6600,Landscaping Expense,OpEx,-535,Landscaping — 2026-02
T-50382,P003,2026-02-01,6700,Security Expense,OpEx,-2153,Security — 2026-02
T-50383,P003,2026-02-07,6700,Security Expense,OpEx,-9827,Security — 2026-02
T-50384,P003,2026-02-26,6700,Security Expense,OpEx,-6836,Security — 2026-02
T-50385,P003,2026-03-09,4100,Base Rent Income,Revenue,515294,Base Rent Income — 2026-03
T-50386,P003,2026-03-09,4200,CAM Recovery Income,Revenue,87067,CAM Recovery Income — 2026-03
T-50387,P003,2026-03-23,4300,Other Income,Revenue,652,Other Income — 2026-03
T-50388,P003,2026-03-09,6500,Management Fee Expense,OpEx,-9260,Management Fees — 2026-03
T-50389,P003,2026-03-17,6700,Security Expense,OpEx,-3522,Security — 2026-03
T-50390,P003,2026-03-11,6500,Management Fee Expense,OpEx,-913,Management Fees — 2026-03
T-50391,P003,2026-03-17,6800,Admin Expense,OpEx,-5957,Administrative — 2026-03
T-50392,P003,2026-03-14,6700,Security Expense,OpEx,-4761,Security — 2026-03
T-50393,P003,2026-03-19,6200,Utilities Expense,OpEx,-2012,Utilities — 2026-03
T-50394,P003,2026-03-27,6100,Repairs & Maintenance Expense,OpEx,-2161,Repairs & Maintenance — 2026-03
T-50395,P003,2026-04-24,4100,Base Rent Income,Revenue,518103,Base Rent Income — 2026-04
T-50396,P003,2026-04-09,4200,CAM Recovery Income,Revenue,88974,CAM Recovery Income — 2026-04
T-50397,P003,2026-04-06,4300,Other Income,Revenue,3374,Other Income — 2026-04
T-50398,P003,2026-04-15,6500,Management Fee Expense,OpEx,-3017,Management Fees — 2026-04
T-50399,P003,2026-04-02,6800,Admin Expense,OpEx,-7660,Administrative — 2026-04
T-50400,P003,2026-04-15,6700,Security Expense,OpEx,-5174,Security — 2026-04
T-50401,P003,2026-04-23,6600,Landscaping Expense,OpEx,-9333,Landscaping — 2026-04
T-50402,P003,2026-04-01,6500,Management Fee Expense,OpEx,-6149,Management Fees — 2026-04
T-50403,P003,2026-04-14,6500,Management Fee Expense,OpEx,-8163,Management Fees — 2026-04
T-50404,P003,2026-04-05,6200,Utilities Expense,OpEx,-6944,Utilities — 2026-04
T-50405,P004,2025-05-08,4100,Base Rent Income,Revenue,775240,Base Rent Income — 2025-05
T-50406,P004,2025-05-26,4200,CAM Recovery Income,Revenue,117078,CAM Recovery Income — 2025-05
T-50407,P004,2025-05-03,4300,Other Income,Revenue,5479,Other Income — 2025-05
T-50408,P004,2025-05-15,6300,Insurance Expense,OpEx,-8528,Insurance — 2025-05
T-50409,P004,2025-05-05,6800,Admin Expense,OpEx,-9812,Administrative — 2025-05
T-50410,P004,2025-05-14,6300,Insurance Expense,OpEx,-7316,Insurance — 2025-05
T-50411,P004,2025-05-03,6100,Repairs & Maintenance Expense,OpEx,-7985,Repairs & Maintenance — 2025-05
T-50412,P004,2025-05-06,6100,Repairs & Maintenance Expense,OpEx,-3897,Repairs & Maintenance — 2025-05
T-50413,P004,2025-05-24,6800,Admin Expense,OpEx,-10276,Administrative — 2025-05
T-50414,P004,2025-05-19,6200,Utilities Expense,OpEx,-1538,Utilities — 2025-05
T-50415,P004,2025-05-22,6800,Admin Expense,OpEx,-6843,Administrative — 2025-05
T-50416,P004,2025-05-13,6800,Admin Expense,OpEx,-418,Administrative — 2025-05
T-50417,P004,2025-05-26,6500,Management Fee Expense,OpEx,-3951,Management Fees — 2025-05
T-50418,P004,2025-05-10,6400,Property Tax Expense,OpEx,-6836,Property Taxes — 2025-05
T-50419,P004,2025-06-01,4100,Base Rent Income,Revenue,742362,Base Rent Income — 2025-06
T-50420,P004,2025-06-16,4200,CAM Recovery Income,Revenue,113830,CAM Recovery Income — 2025-06
T-50421,P004,2025-06-06,4300,Other Income,Revenue,779,Other Income — 2025-06
T-50422,P004,2025-06-25,6600,Landscaping Expense,OpEx,-10353,Landscaping — 2025-06
T-50423,P004,2025-06-27,6400,Property Tax Expense,OpEx,-6807,Property Taxes — 2025-06
T-50424,P004,2025-06-16,6500,Management Fee Expense,OpEx,-5952,Management Fees — 2025-06
T-50425,P004,2025-06-16,6800,Admin Expense,OpEx,-3436,Administrative — 2025-06
T-50426,P004,2025-06-02,6700,Security Expense,OpEx,-8141,Security — 2025-06
T-50427,P004,2025-06-16,6800,Admin Expense,OpEx,-7505,Administrative — 2025-06
T-50428,P004,2025-07-01,4100,Base Rent Income,Revenue,831984,Base Rent Income — 2025-07
T-50429,P004,2025-07-18,4200,CAM Recovery Income,Revenue,115191,CAM Recovery Income — 2025-07
T-50430,P004,2025-07-14,4300,Other Income,Revenue,5009,Other Income — 2025-07
T-50431,P004,2025-07-20,6200,Utilities Expense,OpEx,-3839,Utilities — 2025-07
T-50432,P004,2025-07-25,6200,Utilities Expense,OpEx,-5965,Utilities — 2025-07
T-50433,P004,2025-07-02,6600,Landscaping Expense,OpEx,-2997,Landscaping — 2025-07
T-50434,P004,2025-07-08,6200,Utilities Expense,OpEx,-1331,Utilities — 2025-07
T-50435,P004,2025-07-19,6500,Management Fee Expense,OpEx,-4350,Management Fees — 2025-07
T-50436,P004,2025-07-15,6800,Admin Expense,OpEx,-6889,Administrative — 2025-07
T-50437,P004,2025-08-05,4100,Base Rent Income,Revenue,843021,Base Rent Income — 2025-08
T-50438,P004,2025-08-16,4200,CAM Recovery Income,Revenue,122891,CAM Recovery Income — 2025-08
T-50439,P004,2025-08-21,4300,Other Income,Revenue,7364,Other Income — 2025-08
T-50440,P004,2025-08-23,6400,Property Tax Expense,OpEx,-4855,Property Taxes — 2025-08
T-50441,P004,2025-08-11,6400,Property Tax Expense,OpEx,-1281,Property Taxes — 2025-08
T-50442,P004,2025-08-18,6800,Admin Expense,OpEx,-1261,Administrative — 2025-08
T-50443,P004,2025-08-14,6400,Property Tax Expense,OpEx,-6541,Property Taxes — 2025-08
T-50444,P004,2025-08-26,6800,Admin Expense,OpEx,-6199,Administrative — 2025-08
T-50445,P004,2025-08-05,6800,Admin Expense,OpEx,-1376,Administrative — 2025-08
T-50446,P004,2025-08-10,6500,Management Fee Expense,OpEx,-3515,Management Fees — 2025-08
T-50447,P004,2025-09-09,4100,Base Rent Income,Revenue,735697,Base Rent Income — 2025-09
T-50448,P004,2025-09-09,4200,CAM Recovery Income,Revenue,134848,CAM Recovery Income — 2025-09
T-50449,P004,2025-09-05,4300,Other Income,Revenue,3986,Other Income — 2025-09
T-50450,P004,2025-09-02,6700,Security Expense,OpEx,-1183,Security — 2025-09
T-50451,P004,2025-09-20,6200,Utilities Expense,OpEx,-7484,Utilities — 2025-09
T-50452,P004,2025-09-10,6100,Repairs & Maintenance Expense,OpEx,-6444,Repairs & Maintenance — 2025-09
T-50453,P004,2025-09-08,6300,Insurance Expense,OpEx,-7905,Insurance — 2025-09
T-50454,P004,2025-09-25,6600,Landscaping Expense,OpEx,-6818,Landscaping — 2025-09
T-50455,P004,2025-09-20,6100,Repairs & Maintenance Expense,OpEx,-2721,Repairs & Maintenance — 2025-09
T-50456,P004,2025-09-16,6700,Security Expense,OpEx,-7663,Security — 2025-09
T-50457,P004,2025-09-07,6700,Security Expense,OpEx,-7536,Security — 2025-09
T-50458,P004,2025-10-10,4100,Base Rent Income,Revenue,757886,Base Rent Income — 2025-10
T-50459,P004,2025-10-17,4200,CAM Recovery Income,Revenue,112203,CAM Recovery Income — 2025-10
T-50460,P004,2025-10-09,4300,Other Income,Revenue,5644,Other Income — 2025-10
T-50461,P004,2025-10-16,6100,Repairs & Maintenance Expense,OpEx,-7481,Repairs & Maintenance — 2025-10
T-50462,P004,2025-10-16,6300,Insurance Expense,OpEx,-1295,Insurance — 2025-10
T-50463,P004,2025-10-27,6300,Insurance Expense,OpEx,-8237,Insurance — 2025-10
T-50464,P004,2025-10-14,6700,Security Expense,OpEx,-1899,Security — 2025-10
T-50465,P004,2025-10-20,6200,Utilities Expense,OpEx,-8345,Utilities — 2025-10
T-50466,P004,2025-11-22,4100,Base Rent Income,Revenue,749717,Base Rent Income — 2025-11
T-50467,P004,2025-11-16,4200,CAM Recovery Income,Revenue,128905,CAM Recovery Income — 2025-11
T-50468,P004,2025-11-25,4300,Other Income,Revenue,7296,Other Income — 2025-11
T-50469,P004,2025-11-08,6200,Utilities Expense,OpEx,-8810,Utilities — 2025-11
T-50470,P004,2025-11-26,6200,Utilities Expense,OpEx,-5411,Utilities — 2025-11
T-50471,P004,2025-11-08,6800,Admin Expense,OpEx,-10092,Administrative — 2025-11
T-50472,P004,2025-11-28,6500,Management Fee Expense,OpEx,-4918,Management Fees — 2025-11
T-50473,P004,2025-11-06,6100,Repairs & Maintenance Expense,OpEx,-8985,Repairs & Maintenance — 2025-11
T-50474,P004,2025-11-23,6300,Insurance Expense,OpEx,-7839,Insurance — 2025-11
T-50475,P004,2025-11-02,6400,Property Tax Expense,OpEx,-9717,Property Taxes — 2025-11
T-50476,P004,2025-11-02,6600,Landscaping Expense,OpEx,-8465,Landscaping — 2025-11
T-50477,P004,2025-11-07,6200,Utilities Expense,OpEx,-7182,Utilities — 2025-11
T-50478,P004,2025-12-19,4100,Base Rent Income,Revenue,753239,Base Rent Income — 2025-12
T-50479,P004,2025-12-28,4200,CAM Recovery Income,Revenue,118374,CAM Recovery Income — 2025-12
T-50480,P004,2025-12-08,4300,Other Income,Revenue,6815,Other Income — 2025-12
T-50481,P004,2025-12-11,6200,Utilities Expense,OpEx,-4204,Utilities — 2025-12
T-50482,P004,2025-12-22,6500,Management Fee Expense,OpEx,-5837,Management Fees — 2025-12
T-50483,P004,2025-12-18,6100,Repairs & Maintenance Expense,OpEx,-4000,Repairs & Maintenance — 2025-12
T-50484,P004,2025-12-23,6800,Admin Expense,OpEx,-8782,Administrative — 2025-12
T-50485,P004,2025-12-14,6600,Landscaping Expense,OpEx,-5753,Landscaping — 2025-12
T-50486,P004,2025-12-05,6500,Management Fee Expense,OpEx,-1420,Management Fees — 2025-12
T-50487,P004,2025-12-15,6400,Property Tax Expense,OpEx,-10409,Property Taxes — 2025-12
T-50488,P004,2026-01-21,4100,Base Rent Income,Revenue,838335,Base Rent Income — 2026-01
T-50489,P004,2026-01-06,4200,CAM Recovery Income,Revenue,116853,CAM Recovery Income — 2026-01
T-50490,P004,2026-01-13,4300,Other Income,Revenue,1957,Other Income — 2026-01
T-50491,P004,2026-01-14,6400,Property Tax Expense,OpEx,-8772,Property Taxes — 2026-01
T-50492,P004,2026-01-19,6600,Landscaping Expense,OpEx,-8076,Landscaping — 2026-01
T-50493,P004,2026-01-03,6100,Repairs & Maintenance Expense,OpEx,-7568,Repairs & Maintenance — 2026-01
T-50494,P004,2026-01-22,6600,Landscaping Expense,OpEx,-10406,Landscaping — 2026-01
T-50495,P004,2026-01-05,6600,Landscaping Expense,OpEx,-1506,Landscaping — 2026-01
T-50496,P004,2026-01-12,6600,Landscaping Expense,OpEx,-9533,Landscaping — 2026-01
T-50497,P004,2026-01-08,6400,Property Tax Expense,OpEx,-9040,Property Taxes — 2026-01
T-50498,P004,2026-01-06,6500,Management Fee Expense,OpEx,-6168,Management Fees — 2026-01
T-50499,P004,2026-02-08,4100,Base Rent Income,Revenue,737625,Base Rent Income — 2026-02
T-50500,P004,2026-02-11,4200,CAM Recovery Income,Revenue,120524,CAM Recovery Income — 2026-02
T-50501,P004,2026-02-17,4300,Other Income,Revenue,7891,Other Income — 2026-02
T-50502,P004,2026-02-19,6500,Management Fee Expense,OpEx,-2631,Management Fees — 2026-02
T-50503,P004,2026-02-03,6800,Admin Expense,OpEx,-9863,Administrative — 2026-02
T-50504,P004,2026-02-14,6100,Repairs & Maintenance Expense,OpEx,-5682,Repairs & Maintenance — 2026-02
T-50505,P004,2026-02-05,6200,Utilities Expense,OpEx,-5830,Utilities — 2026-02
T-50506,P004,2026-02-01,6800,Admin Expense,OpEx,-2391,Administrative — 2026-02
T-50507,P004,2026-02-06,6700,Security Expense,OpEx,-2270,Security — 2026-02
T-50508,P004,2026-03-07,4100,Base Rent Income,Revenue,850169,Base Rent Income — 2026-03
T-50509,P004,2026-03-23,4200,CAM Recovery Income,Revenue,117839,CAM Recovery Income — 2026-03
T-50510,P004,2026-03-14,4300,Other Income,Revenue,3962,Other Income — 2026-03
T-50511,P004,2026-03-26,6500,Management Fee Expense,OpEx,-4258,Management Fees — 2026-03
T-50512,P004,2026-03-21,6800,Admin Expense,OpEx,-8760,Administrative — 2026-03
T-50513,P004,2026-03-13,6800,Admin Expense,OpEx,-3142,Administrative — 2026-03
T-50514,P004,2026-03-09,6300,Insurance Expense,OpEx,-8411,Insurance — 2026-03
T-50515,P004,2026-03-07,6100,Repairs & Maintenance Expense,OpEx,-3935,Repairs & Maintenance — 2026-03
T-50516,P004,2026-04-25,4100,Base Rent Income,Revenue,850021,Base Rent Income — 2026-04
T-50517,P004,2026-04-28,4200,CAM Recovery Income,Revenue,119302,CAM Recovery Income — 2026-04
T-50518,P004,2026-04-14,4300,Other Income,Revenue,3178,Other Income — 2026-04
T-50519,P004,2026-04-18,6400,Property Tax Expense,OpEx,-4858,Property Taxes — 2026-04
T-50520,P004,2026-04-14,6500,Management Fee Expense,OpEx,-10868,Management Fees — 2026-04
T-50521,P004,2026-04-21,6500,Management Fee Expense,OpEx,-8151,Management Fees — 2026-04
T-50522,P004,2026-04-13,6300,Insurance Expense,OpEx,-7766,Insurance — 2026-04
T-50523,P004,2026-04-11,6800,Admin Expense,OpEx,-6022,Administrative — 2026-04
T-50524,P004,2026-04-02,6200,Utilities Expense,OpEx,-6688,Utilities — 2026-04
T-50525,P005,2025-05-18,4100,Base Rent Income,Revenue,521402,Base Rent Income — 2025-05
T-50526,P005,2025-05-10,4200,CAM Recovery Income,Revenue,74525,CAM Recovery Income — 2025-05
T-50527,P005,2025-05-16,4300,Other Income,Revenue,5665,Other Income — 2025-05
T-50528,P005,2025-05-05,6100,Repairs & Maintenance Expense,OpEx,-10452,Repairs & Maintenance — 2025-05
T-50529,P005,2025-05-05,6500,Management Fee Expense,OpEx,-2785,Management Fees — 2025-05
T-50530,P005,2025-05-14,6600,Landscaping Expense,OpEx,-3758,Landscaping — 2025-05
T-50531,P005,2025-05-27,6500,Management Fee Expense,OpEx,-5339,Management Fees — 2025-05
T-50532,P005,2025-05-12,6200,Utilities Expense,OpEx,-3109,Utilities — 2025-05
T-50533,P005,2025-05-18,6400,Property Tax Expense,OpEx,-3961,Property Taxes — 2025-05
T-50534,P005,2025-05-14,6500,Management Fee Expense,OpEx,-4475,Management Fees — 2025-05
T-50535,P005,2025-05-22,6100,Repairs & Maintenance Expense,OpEx,-1938,Repairs & Maintenance — 2025-05
T-50536,P005,2025-06-03,4100,Base Rent Income,Revenue,508695,Base Rent Income — 2025-06
T-50537,P005,2025-06-16,4200,CAM Recovery Income,Revenue,85617,CAM Recovery Income — 2025-06
T-50538,P005,2025-06-01,4300,Other Income,Revenue,6717,Other Income — 2025-06
T-50539,P005,2025-06-13,6800,Admin Expense,OpEx,-5214,Administrative — 2025-06
T-50540,P005,2025-06-24,6100,Repairs & Maintenance Expense,OpEx,-1639,Repairs & Maintenance — 2025-06
T-50541,P005,2025-06-03,6100,Repairs & Maintenance Expense,OpEx,-3506,Repairs & Maintenance — 2025-06
T-50542,P005,2025-06-14,6400,Property Tax Expense,OpEx,-3064,Property Taxes — 2025-06
T-50543,P005,2025-06-14,6400,Property Tax Expense,OpEx,-3842,Property Taxes — 2025-06
T-50544,P005,2025-06-02,6100,Repairs & Maintenance Expense,OpEx,-3925,Repairs & Maintenance — 2025-06
T-50545,P005,2025-06-28,6500,Management Fee Expense,OpEx,-7485,Management Fees — 2025-06
T-50546,P005,2025-06-05,6400,Property Tax Expense,OpEx,-3625,Property Taxes — 2025-06
T-50547,P005,2025-06-27,6200,Utilities Expense,OpEx,-677,Utilities — 2025-06
T-50548,P005,2025-07-01,4100,Base Rent Income,Revenue,472021,Base Rent Income — 2025-07
T-50549,P005,2025-07-12,4200,CAM Recovery Income,Revenue,72567,CAM Recovery Income — 2025-07
T-50550,P005,2025-07-25,4300,Other Income,Revenue,2504,Other Income — 2025-07
T-50551,P005,2025-07-19,6300,Insurance Expense,OpEx,-1289,Insurance — 2025-07
T-50552,P005,2025-07-22,6700,Security Expense,OpEx,-1776,Security — 2025-07
T-50553,P005,2025-07-20,6800,Admin Expense,OpEx,-1500,Administrative — 2025-07
T-50554,P005,2025-07-05,6500,Management Fee Expense,OpEx,-2351,Management Fees — 2025-07
T-50555,P005,2025-07-18,6600,Landscaping Expense,OpEx,-4888,Landscaping — 2025-07
T-50556,P005,2025-07-10,6400,Property Tax Expense,OpEx,-4355,Property Taxes — 2025-07
T-50557,P005,2025-07-12,6100,Repairs & Maintenance Expense,OpEx,-5714,Repairs & Maintenance — 2025-07
T-50558,P005,2025-08-15,4100,Base Rent Income,Revenue,484051,Base Rent Income — 2025-08
T-50559,P005,2025-08-20,4200,CAM Recovery Income,Revenue,73781,CAM Recovery Income — 2025-08
T-50560,P005,2025-08-26,4300,Other Income,Revenue,6693,Other Income — 2025-08
T-50561,P005,2025-08-20,6300,Insurance Expense,OpEx,-4371,Insurance — 2025-08
T-50562,P005,2025-08-26,6300,Insurance Expense,OpEx,-852,Insurance — 2025-08
T-50563,P005,2025-08-04,6200,Utilities Expense,OpEx,-715,Utilities — 2025-08
T-50564,P005,2025-08-03,6700,Security Expense,OpEx,-6674,Security — 2025-08
T-50565,P005,2025-08-25,6200,Utilities Expense,OpEx,-4342,Utilities — 2025-08
T-50566,P005,2025-08-22,6800,Admin Expense,OpEx,-6666,Administrative — 2025-08
T-50567,P005,2025-08-15,6300,Insurance Expense,OpEx,-6492,Insurance — 2025-08
T-50568,P005,2025-08-17,6600,Landscaping Expense,OpEx,-3224,Landscaping — 2025-08
T-50569,P005,2025-08-12,6600,Landscaping Expense,OpEx,-6757,Landscaping — 2025-08
T-50570,P005,2025-08-07,6100,Repairs & Maintenance Expense,OpEx,-1222,Repairs & Maintenance — 2025-08
T-50571,P005,2025-09-24,4100,Base Rent Income,Revenue,520830,Base Rent Income — 2025-09
T-50572,P005,2025-09-07,4200,CAM Recovery Income,Revenue,80099,CAM Recovery Income — 2025-09
T-50573,P005,2025-09-26,4300,Other Income,Revenue,4544,Other Income — 2025-09
T-50574,P005,2025-09-18,6700,Security Expense,OpEx,-2898,Security — 2025-09
T-50575,P005,2025-09-07,6800,Admin Expense,OpEx,-8906,Administrative — 2025-09
T-50576,P005,2025-09-04,6200,Utilities Expense,OpEx,-10002,Utilities — 2025-09
T-50577,P005,2025-09-18,6400,Property Tax Expense,OpEx,-5537,Property Taxes — 2025-09
T-50578,P005,2025-09-01,6300,Insurance Expense,OpEx,-2097,Insurance — 2025-09
T-50579,P005,2025-09-24,6100,Repairs & Maintenance Expense,OpEx,-4425,Repairs & Maintenance — 2025-09
T-50580,P005,2025-09-13,6800,Admin Expense,OpEx,-6088,Administrative — 2025-09
T-50581,P005,2025-09-05,6300,Insurance Expense,OpEx,-2475,Insurance — 2025-09
T-50582,P005,2025-10-23,4100,Base Rent Income,Revenue,539987,Base Rent Income — 2025-10
T-50583,P005,2025-10-16,4200,CAM Recovery Income,Revenue,79357,CAM Recovery Income — 2025-10
T-50584,P005,2025-10-08,4300,Other Income,Revenue,682,Other Income — 2025-10
T-50585,P005,2025-10-20,6100,Repairs & Maintenance Expense,OpEx,-3721,Repairs & Maintenance — 2025-10
